date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:54:26	3121/3121	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd494c-c31%22	https://cdnjs.cloudflare.com/ajax/libs/jquery-cookie/1.4.1/jquery.cookie.js	/storage/emulated/0/HTTrack/Websites/kabals/cdnjs.cloudflare.com/ajax/libs/jquery-cookie/1.4.1/jquery.cookie.js	(from https://bot.emirkabal.com/komutlar)
01:54:26	0/0	---M--	302	error ('Found')	text/html	date:Wed,%2001%20Apr%202020%2022:54:27%20GMT	https://bot.emirkabal.com/login	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/login	(from https://bot.emirkabal.com/)
01:54:28	73694/73694	---M--	200	added ('OK')	image/png	etag:W/%2211fde-16b26fe50cd%22	https://bot.emirkabal.com/altyapi/img/home-slider/slider-m-1.png	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/img/home-slider/slider-m-1.png	(from https://bot.emirkabal.com/)
01:54:28	1522/1522	---M--	200	added ('OK')	image/png	etag:W/%225f2-16b26fe50d2%22	https://bot.emirkabal.com/altyapi/img/icon/title-icon.png	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/img/icon/title-icon.png	(from https://bot.emirkabal.com/)
01:54:29	1317/1317	---M--	200	added ('OK')	image/png	etag:W/%22525-16b26fe50d0%22	https://bot.emirkabal.com/altyapi/img/icon/f-icon-3.png	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/img/icon/f-icon-3.png	(from https://bot.emirkabal.com/)
01:54:30	1213/1213	---M--	200	added ('OK')	image/png	etag:W/%224bd-16b26fe50cf%22	https://bot.emirkabal.com/altyapi/img/icon/f-icon-1.png	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/img/icon/f-icon-1.png	(from https://bot.emirkabal.com/)
01:54:31	1384/1384	---M--	200	added ('OK')	image/png	etag:W/%22568-16b26fe50d0%22	https://bot.emirkabal.com/altyapi/img/icon/f-icon-4.png	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/img/icon/f-icon-4.png	(from https://bot.emirkabal.com/)
01:54:32	1271/1271	---M--	200	added ('OK')	image/png	etag:W/%224f7-16b26fe50d1%22	https://bot.emirkabal.com/altyapi/img/icon/f-icon-6.png	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/img/icon/f-icon-6.png	(from https://bot.emirkabal.com/)
01:54:34	1619/1619	---M--	200	added ('OK')	image/png	etag:W/%22653-16b26fe50d1%22	https://bot.emirkabal.com/altyapi/img/icon/f-icon-5.png	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/img/icon/f-icon-5.png	(from https://bot.emirkabal.com/)
01:54:34	1456/1456	---M--	200	added ('OK')	image/png	etag:W/%225b0-16b26fe50d0%22	https://bot.emirkabal.com/altyapi/img/icon/f-icon-2.png	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/img/icon/f-icon-2.png	(from https://bot.emirkabal.com/)
01:54:36	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-16b26fe50af%22	https://bot.emirkabal.com/altyapi/fonts/fontawesome-webfont.eot?v=4.7.0	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/fonts/fontawesome-webfont3e6e.eot	(from https://bot.emirkabal.com/altyapi/css/font-awesome.min.css)
01:54:37	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-16b26fe50af%22	https://bot.emirkabal.com/altyapi/fonts/fontawesome-webfont.eot?	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/fonts/fontawesome-webfontd41d.eot	(from https://bot.emirkabal.com/altyapi/css/font-awesome.min.css)
01:54:37	77160/77160	---M--	200	added ('OK')	font/woff2	etag:W/%2212d68-16b26fe50b9%22	https://bot.emirkabal.com/altyapi/fonts/fontawesome-webfont.woff2?v=4.7.0	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/fonts/fontawesome-webfont3e6e.woff2	(from https://bot.emirkabal.com/altyapi/css/font-awesome.min.css)
01:54:38	98024/98024	---M--	200	added ('OK')	font/woff	etag:W/%2217ee8-16b26fe50b8%22	https://bot.emirkabal.com/altyapi/fonts/fontawesome-webfont.woff?v=4.7.0	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/fonts/fontawesome-webfont3e6e.woff	(from https://bot.emirkabal.com/altyapi/css/font-awesome.min.css)
01:54:40	165548/165548	---MCZ	200	added ('OK')	font/ttf	etag:W/%22286ac-16b26fe50b7%22	https://bot.emirkabal.com/altyapi/fonts/fontawesome-webfont.ttf?v=4.7.0	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/fonts/fontawesome-webfont3e6e.ttf	(from https://bot.emirkabal.com/altyapi/css/font-awesome.min.css)
01:54:41	447050/447050	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226d24a-16b26fe50b4%22	https://bot.emirkabal.com/altyapi/fonts/fontawesome-webfont.svg?v=4.7.0	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/fonts/fontawesome-webfont3e6e.svg	(from https://bot.emirkabal.com/altyapi/css/font-awesome.min.css)
01:54:42	16072/16072	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2022:54:42%20GMT	https://bot.emirkabal.com/altyapi/fonts/revicons/revicons.eot?5510888	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/fonts/revicons/revicons90c6.html	(from https://bot.emirkabal.com/altyapi/css/settings.css)
01:54:43	16072/16072	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2022:54:43%20GMT	https://bot.emirkabal.com/altyapi/fonts/revicons/revicons.woff?5510888	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/fonts/revicons/revicons90c6-2.html	(from https://bot.emirkabal.com/altyapi/css/settings.css)
01:54:44	16072/16072	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2022:54:44%20GMT	https://bot.emirkabal.com/altyapi/fonts/revicons/revicons.ttf?5510888	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/fonts/revicons/revicons90c6-3.html	(from https://bot.emirkabal.com/altyapi/css/settings.css)
01:54:44	16072/16072	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2022:54:45%20GMT	https://bot.emirkabal.com/altyapi/fonts/revicons/revicons.svg?5510888	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/fonts/revicons/revicons90c6-4.html	(from https://bot.emirkabal.com/altyapi/css/settings.css)
01:54:46	16072/16072	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2022:54:46%20GMT	https://bot.emirkabal.com/altyapi/css/openhand.cur	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/css/openhand.html	(from https://bot.emirkabal.com/altyapi/css/settings.css)
01:54:47	16072/16072	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2022:54:47%20GMT	https://bot.emirkabal.com/altyapi/css/closedhand.cur	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/css/closedhand.html	(from https://bot.emirkabal.com/altyapi/css/settings.css)
01:54:48	16072/16072	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Apr%202020%2022:54:48%20GMT	https://bot.emirkabal.com/altyapi/assets/gridtile.png	/storage/emulated/0/HTTrack/Websites/kabals/bot.emirkabal.com/altyapi/assets/gridtile.html	(from https://bot.emirkabal.com/altyapi/css/settings.css)
